170	400	
175	405	
180	410	
185	415	
190	420	
195	425	317
200	430	
205	435	
210	440	
215	445	385
220	450	
225	455	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	404
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
235	465	403
240	470	368
245	475	
250	480	
255	485	
260	490	
265	495	321
270	500	
275	505	
280	510	
285	515	351
290	520	
295	525	
300	530	
305	535	
310	540	
315	545	
320	550	
325	555	403
330	560	
335	565	
340	570	
345	575	
350	580	
355	585	
360	590	
365	595	545
370	600	497
370	600	
370	600	
355	585	
340	570	
325	555	439
310	540	
295	525	
280	510	
265	495	398
250	480	
235	465	
220	450	
205	435	
190	420	
175	405	
160	390	
145	375	227
146	379	
147	383	
148	387	
149	391	
150	395	
151	399	
152	403	
153	407	245
154	411	
155	415	
156	419	
157	423	
158	427	
159	431	246
160	435	
161	439	
162	443	
163	447	380
164	451	
165	455	
166	459	
170	456	
174	453	
178	450	
182	447	
186	444	340
190	441	
194	438	
198	435	
202	432	
206	429	
210	426	
214	423	
218	420	324
205	435	292
210	440	
215	445	
220	450	
225	455	
230	460	303
230	460	
230	460	
230	460	
230	460	380
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	350
235	465	
240	470	
245	475	
250	480	
255	485	
260	490	
265	495	
270	500	339
275	505	375
280	510	
285	515	
290	520	
295	525	
300	530	478
305	535	
310	540	
315	545	
320	550	399
325	555	
330	560	
335	565	
340	570	
345	575	
350	580	
355	585	
360	590	469
365	595	
370	600	
370	600	
370	600	
355	585	
340	570	
325	555	
310	540
295	525	456
280	510	
265	495	
250	480	
235	465	
220	450	270
205	435	
190	420	
175	405	
160	390	294
145	375	
146	379	
147	383	
148	387	
149	391	
150	395	
151	399	
152	403	259
153	407	
154	411	
155	415	
156	419	
157	423	
158	427	
159	431	
160	435	361
161	439	296
162	443	
163	447	
164	451	
165	455	
166	459	371
170	456	
174	453	
178	450	
182	447	336
186	444	
190	441	
194	438	
198	435	
202	432	
206	429	
210	426	
214	423	338
218	420	
205	435	
210	440	
215	445	
220	450	
225	455	
230	460	
230	460	382
230	460	384
230	460	
230	460	
230	460	
230	460	
230	460	
230	460
230	460	
230	460	
230	460	
230	460	363
235	465	
240	470	
245	475	
250	480	
255	485	
260	490	
265	495	
270	500	424
275	505	
280	510	
285	515	
290	520	
295	525	
300	530	
305	535	
310	540	434
315	545	384
320	550	
325	555	
330	560	
335	565	
340	570	433
345	575	
350	580	
355	585	
360	590	518
365	595	
370	600	
370	600	
370	600	
355	585	
340	570	
325	555	
310	540	412
295	525	
280	510	
265	495	
250	480	
235	465	
220	450	
205	435	
190	420	301
175	405	265
160	390	
145	375	
146	379	
147	383	
148	387	316
149	391	
150	395	
151	399	
152	403	210
153	407	
154	411	
155	415	
156	419	
157	423	
158	427	
159	431	
160	435	257
161	439	
162	443	
163	447	
164	451	
165	455	
166	459	
170	456	
174	453	333
178	450	
182	447	
186	444	
190	441	
194	438	
198	435	351
202	432	
206	429	
210	426	
214	423	337
218	420	
210	440	
215	445	
220	450	
225	455	
230	460	
230	460	
230	460	322
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	396
230	460	309
230	460	
235	465	
240	470	
245	475	
250	480	423
255	485	
260	490	
265	495	
270	500	335
275	505	
280	510	
285	515	
290	520	
295	525	
300	530	
305	535	
310	540	390
315	545	
320	550	
325	555	
330	560	
335	565	
340	570	
345	575	
350	580	460
355	585	484
360	590	
365	595	
370	600	
370	600	
370	600	434
355	585	
340	570	
325	555	
310	540	474
295	525	
280	510	
265	495	
250	480	
235	465	
220	450	
205	435	
190	420	286
175	405	
160	390	
145	375	
146	379	
147	383	
148	387	
149	391	
150	395	325
151	399	269
152	403	
153	407	
154	411	
155	415	
156	419	272
157	423	
158	427	
159	431	
160	435	365
161	439	
162	443	
163	447	
164	451	
165	455	
166	459	
170	456	
174	453	247
178	450	
182	447	
186	444	
190	441	
194	438	
198	435	
202	432	
206	429	367
210	426	350
214	423	
218	420	
205	435	
210	440	
215	445	280
220	450	
225	455	
230	460	
230	460	373
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	
230	460	352
230	460	
230	460	
230	460	
235	465	
240	470	
245	475	
250	480	
255	485	367
260	490	402
265	495	
270	500	
275	505	
280	510	456
285	515	
290	520	
295	525	
300	530	447
305	535	
310	540	
315	545	
320	550	
325	555	
330	560	
335	565	
340	570	517
345	575	
350	580	
355	585	
360	590	
365	595	
370	600	
370	600	
370	600	419
355	585	360
340	570	
325	555	
310	540	
295	525	
280	510	472
265	495	
250	480	
235	465	
220	450	346
205	435	
190	420	
175	405	
160	390	
145	375	
146	379	
147	383	
148	387	319
149	391	
150	395	
151	399	
152	403	
153	407	
154	411	
155	415	
156	419	293
157	423	215
158	427	
159	431	
160	435	
161	439	
162	443	245
163	447	
164	451	
165	455	
166	459	246
170	456	
174	453	
178	450	
182	447	
186	444	
190	441	
194	438	
198	435	303
202	432	
206	429	
210	426	
214	423	
218	420	
205	435	
210	440	
215	445	373
220	450	372
225	455	
230	460	
230	460	
230	460	
230	460	327
230	460	
230	460	
230	460	
230	460	391
230	460	
